"id","transaction_id","edge_id","transaction_value","currency","is_credit"
78,68,2,41250.0,USD,0
79,69,3,7500000.0,USD,0
80,70,3,1125000.0,USD,0
81,71,3,375000.0,USD,0
82,72,3,750000.0,USD,0
83,73,3,750000.0,USD,0
84,74,3,562500.0,USD,0
85,75,3,300000.0,USD,0
86,76,3,300000.0,USD,0
87,77,3,222092.11,USD,1
88,78,3,225000.0,USD,1
89,79,3,150000.0,USD,1
90,80,3,375000.0,USD,0
91,81,3,412500.0,USD,0
92,82,3,375000.0,USD,0
93,83,3,375000.0,USD,0
94,84,3,225000.0,USD,0
95,85,3,225000.0,USD,0
96,86,3,150000.0,USD,0
97,87,3,112500.0,USD,1
98,87,3,112500.0,USD,1
99,87,3,0.0,USD,0
100,88,3,375000.0,USD,1
101,88,3,375000.0,USD,1
102,88,3,0.0,USD,0
103,89,3,300000.0,USD,0
104,90,3,150000.0,USD,1
105,90,3,150000.0,USD,1
106,90,3,0.0,USD,0
107,91,3,75000.0,USD,0
108,92,3,300000.0,USD,1
109,92,3,300000.0,USD,1
110,92,3,0.0,USD,0
111,93,3,150000.0,USD,1
112,93,3,150000.0,USD,1
113,93,3,0.0,USD,0
114,94,4,2000000.0,USD,0
115,95,4,2000000.0,USD,0
116,99,4,1801657.0,USD,1
117,101,4,102604.0,USD,1
118,103,5,1250000.0,USD,0
119,104,5,1250000.0,USD,0
120,105,5,1250000.0,USD,0
121,106,5,1250000.0,USD,1
122,107,5,390495.0,USD,1
123,108,5,125000.0,USD,0
124,109,5,62500.0,USD,0
125,110,5,115625.0,USD,0
126,111,5,62442.0,USD,0
127,113,6,4344000.0,USD,0
128,114,6,1000000.0,USD,0
129,115,6,250000.0,USD,0
130,116,6,250000.0,USD,0
131,117,6,125000.0,USD,0
132,118,6,250000.0,USD,0
133,119,6,200000.0,USD,0
134,120,6,125000.0,USD,0
135,121,6,150000.0,USD,0
136,122,6,125000.0,USD,0
137,123,6,289679.0,USD,1
138,124,6,108588.0,USD,0
139,125,6,108588.0,USD,0
140,126,6,108588.0,USD,0
141,127,6,43118.0,USD,1
142,128,6,217175.0,USD,0
143,129,6,108588.0,USD,0
144,130,6,304045.0,USD,0
145,131,6,70884.93,USD,1
146,131,6,70884.93,USD,1
147,132,6,6050.85,USD,1
148,133,6,15478.0,USD,1
149,133,6,15478.0,USD,1
150,133,6,0.0,USD,0
151,134,6,108588.0,USD,0
152,135,6,62537.94675,USD,1
153,135,6,62537.94675,USD,1
154,135,6,15.12405,USD,0
155,136,6,108588.0,USD,0
156,138,6,217175.0,USD,0
157,139,6,22079.01795,USD,1
158,139,6,22079.01795,USD,1
159,139,6,8.99349,USD,0
160,141,7,5000000.0,USD,0
161,142,7,500000.0,USD,0
162,143,7,250000.0,USD,0
163,144,7,750000.0,USD,0
164,145,7,250000.0,USD,0
165,146,7,250000.0,USD,0
166,147,7,250000.0,USD,0
167,148,7,250000.0,USD,0
168,149,7,125000.0,USD,0
169,150,7,125000.0,USD,0
170,151,7,250000.0,USD,0
171,152,8,4000000.0,USD,0
172,153,8,26672.2,USD,0
173,154,8,1141569.78,USD,0
174,155,8,40965.42,USD,1
175,156,8,32944.41,USD,1
176,159,8,204600.2,USD,0
177,160,8,332135.04,USD,1
178,161,8,184800.18,USD,0
179,162,8,119149.82,USD,1
180,163,8,116470.37,USD,0
181,164,8,253992.83,USD,0
182,165,8,111252.06,USD,0
183,166,8,384352.2,USD,0
184,167,8,116470.36,USD,0
185,168,8,58235.18,USD,0
186,169,8,92382.39,USD,0
187,170,8,553234.24,USD,0
188,171,8,217566.65,USD,0
189,172,8,18052.91,USD,0
190,173,8,52411.66,USD,0
191,174,8,58235.18,USD,0
192,175,8,48830.99,USD,0
193,176,8,22574.73,USD,1
194,178,8,308646.46,USD,0
195,179,8,34941.11,USD,0
196,180,8,43007.23,USD,0
197,181,8,81529.26,USD,0
198,182,8,2182.36,USD,0
199,183,8,12229.39,USD,0
200,184,8,49804.72,USD,0
201,185,8,803.34,USD,0
202,186,8,49632.02,USD,0
203,187,8,336.93,USD,0
204,189,8,224906.72,USD,1
205,190,8,52255.32,USD,0
206,192,8,90846.89,USD,0
207,194,8,34473.37,USD,0
208,195,9,5000000.0,USD,0
209,196,9,308482.0,USD,0
210,197,9,92312.0,USD,1
211,198,9,42752.0,USD,1
212,199,9,37623.0,USD,0
213,200,9,386240.0,USD,0
214,201,9,595.0,USD,0
215,203,9,17673.0,USD,1
216,204,9,53047.0,USD,0
217,205,9,196230.0,USD,0
218,207,9,2164.0,USD,0
219,208,9,24452.0,USD,1
220,209,9,95475.0,USD,1
221,210,9,18759.0,USD,0
222,211,9,42956.0,USD,0
223,213,9,2023.0,USD,0
224,214,9,28148.0,USD,1
225,215,9,32880.0,USD,0
226,216,9,14858.0,USD,0
227,217,9,374457.0,USD,0
228,218,9,65140.0,USD,0
229,219,9,50421.0,USD,0
230,222,9,42030.0,USD,0
231,223,9,323165.0,USD,0
232,224,9,23169.0,USD,0
233,225,9,2838.0,USD,1
234,227,9,36731.0,USD,0
235,229,9,87137.0,USD,1
236,231,9,24507.0,USD,0
237,232,9,197011.0,USD,0
238,233,9,5145.0,USD,1
239,236,9,77774.0,USD,1
240,237,9,59375.0,USD,0
241,238,9,354647.0,USD,0
242,239,9,61428.0,USD,0
243,240,9,11156.0,USD,0
244,242,9,16304.0,USD,1
245,243,9,26941.0,USD,0
246,244,9,109192.0,USD,0
247,245,9,232743.0,USD,0
248,246,9,553232.0,USD,0
249,247,9,15808.0,USD,0
250,249,9,248409.0,USD,1
251,250,9,5342.0,USD,1
252,250,9,5342.0,USD,1
253,250,9,5342.0,USD,0
254,251,9,6445.0,USD,0
255,252,9,64752.0,USD,1
256,252,9,64752.0,USD,1
257,252,9,0.0,USD,0
258,253,9,15892.0,USD,0
259,254,9,25533.0,USD,0
260,255,9,3714.0,USD,1
261,255,9,3714.0,USD,1
262,255,9,2319.0,USD,0
263,256,9,28370.0,USD,0
264,257,9,15779.0,USD,0
265,258,9,180532.0,USD,0
266,259,9,53935.0,USD,1
267,259,9,53935.0,USD,1
268,259,9,51067.0,USD,0
269,260,9,191486.0,USD,0
270,261,9,187591.0,USD,0
271,262,9,170228.0,USD,0
272,263,9,5165.0,USD,0
273,264,10,3000000.0,USD,0
274,265,10,1800.0,USD,0
275,266,10,341222.63,USD,0
276,267,10,8716.84,USD,0
277,268,10,11250.0,USD,0
278,269,10,2654.0,USD,0
279,271,10,100600.34,USD,1
280,272,10,6700.71,USD,0
281,273,10,6700.71,USD,0
282,274,10,412424.71,USD,0
283,276,10,7047.9,USD,1
284,277,10,7727.32,USD,0
285,278,10,673874.93,USD,0
286,279,10,31772.16,USD,1
287,280,10,78301.59,USD,1
288,281,10,222513.5,USD,0
289,282,10,8166.0,USD,1
290,283,10,221890.0,USD,0
291,284,10,605833.0,USD,0
292,285,10,152739.0,USD,1
293,287,10,117263.33,USD,1
294,290,10,31993.0,USD,1
295,291,10,358251.67,USD,0
296,292,10,6744.0,USD,1
297,293,10,20892.0,USD,0
298,295,10,5271.0,USD,0
299,296,10,8354.0,USD,1
300,297,10,171575.0,USD,0
301,298,10,34608.65,USD,1
302,299,10,839.0,USD,0
303,300,10,5761.47,USD,1
304,303,10,7303.0,USD,0
305,305,10,234733.77,USD,1
306,306,10,2266.0,USD,0
307,307,10,3308.0,USD,0
308,308,10,15702.07,USD,0
309,309,10,6628.0,USD,0
310,310,10,12956.1,USD,1
311,312,10,2981.0,USD,0
312,314,10,59649.35,USD,0
313,315,10,37477.19,USD,1
314,317,10,1112.06,USD,0
315,319,10,23209.87,USD,1
316,322,10,39516.91,USD,1
317,324,10,839.0,USD,0
318,325,10,182333.75,USD,1
319,326,10,21.0,USD,0
320,329,10,147842.1,USD,1
321,330,10,39335.98,USD,1
322,333,10,2136.23,USD,0
323,334,10,77371.37,USD,1
324,335,10,39713.46,USD,1
325,338,10,6111.09,USD,0
326,339,10,23530.12,USD,1
327,341,10,2949.83,USD,0
328,342,10,16111.81,USD,0
329,343,10,2033.03,USD,1
330,343,10,2033.03,USD,1
331,343,10,2033.03,USD,0
332,344,10,2978.5,USD,0
333,346,11,3000000.0,USD,0
334,347,11,13551.0,USD,0
335,348,11,219486.0,USD,0
336,349,11,10258.0,USD,1
337,350,11,70501.0,USD,0
338,351,11,367.53,USD,1
339,352,11,63955.0,USD,0
340,353,11,7770.0,USD,0
341,354,11,9955.0,USD,0
342,355,11,10118.0,USD,0
343,356,11,191322.0,USD,0
344,357,11,76531.0,USD,0
345,358,11,21005.0,USD,0
346,359,11,307097.0,USD,0
347,360,11,50102.0,USD,0
348,362,11,11907.0,USD,1
349,363,11,77755.0,USD,0
350,364,11,419.0,USD,1
351,366,11,57522.0,USD,0
352,368,11,147221.0,USD,0
353,369,11,29710.0,USD,1
354,370,11,36819.0,USD,0
355,371,11,7029.0,USD,0
356,372,11,191133.0,USD,0
357,373,11,57689.0,USD,0
358,374,11,207146.0,USD,0
359,375,11,19438.0,USD,1
360,376,11,14401.0,USD,0
361,377,11,77436.0,USD,1
362,379,11,25650.0,USD,0
363,381,11,81163.0,USD,1
364,382,11,10681.0,USD,0
365,384,11,47423.0,USD,1
366,386,11,119713.0,USD,1
367,387,11,19170.0,USD,0
368,389,11,90475.0,USD,0
369,391,11,80408.0,USD,0
370,392,11,7639.0,USD,0
371,393,11,3984.0,USD,1
372,394,11,6366.0,USD,0
373,396,11,302189.0,USD,1
374,398,11,108072.0,USD,0
375,399,11,121157.0,USD,0
376,400,11,1654.0,USD,1
377,400,11,1654.0,USD,1
378,400,11,1327.0,USD,0
379,401,11,2361.0,USD,1
380,402,11,39989.0,USD,1
381,402,11,39989.0,USD,1
382,402,11,19505.0,USD,0
383,403,11,11316.0,USD,0
384,405,11,4729.0,USD,1
385,405,11,4729.0,USD,1
386,405,11,4729.0,USD,0
387,406,11,15730.0,USD,0
388,407,11,8307.0,USD,0
389,408,11,167887.0,USD,0
390,409,11,39086.0,USD,0
391,410,11,21796.0,USD,1
392,410,11,21796.0,USD,1
393,410,11,21796.0,USD,0
394,411,11,4381.0,USD,0
395,412,11,22935.0,USD,1
396,412,11,22935.0,USD,1
397,412,11,17197.0,USD,0
398,413,12,3000000.0,USD,0
399,414,12,600000.0,USD,0
400,415,12,300000.0,USD,0
401,416,12,300000.0,USD,0
402,417,12,300000.0,USD,0
403,418,12,300000.0,USD,0
404,420,12,23172.92,USD,1
405,421,12,300000.0,USD,0
406,422,12,300000.0,USD,0
407,423,12,10515.91,USD,1
408,425,12,693.56,USD,1
409,428,12,300000.0,USD,0
410,430,12,2134.08,USD,1
411,432,12,300000.0,USD,0
412,434,12,59160.92,USD,1
413,435,12,7319.83,USD,1
414,438,12,10301.48,USD,1
415,444,12,12036.85,USD,1
416,444,12,12036.85,USD,1
417,444,12,0.0,USD,0
418,445,12,190374.25,USD,1
419,445,12,190374.25,USD,1
420,445,12,0.0,USD,0
421,448,13,8000000.0,USD,0
422,449,13,2400000.0,USD,0
423,450,13,1600000.0,USD,0
424,451,13,800000.0,USD,0
425,452,13,500000.0,USD,0
426,453,13,620000.0,USD,0
427,454,13,240000.0,USD,0
428,455,13,400000.0,USD,0
429,456,13,148514.85,USD,1
430,456,13,148514.85,USD,1
431,456,13,0.0,USD,0
432,457,13,570297.03,USD,1
433,457,13,570297.03,USD,1
434,457,13,0.0,USD,0
435,458,14,8000000.0,USD,0
436,460,14,320000.0,USD,0
437,461,14,240000.0,USD,0
438,462,14,560000.0,USD,0
439,463,14,31997.34,USD,1
440,464,14,1200000.0,USD,0
441,465,14,880000.0,USD,0
442,466,14,400000.0,USD,0
443,467,14,82851.68,USD,1
444,467,14,82851.68,USD,1
445,467,14,0.0,USD,0
446,468,15,8000000.0,USD,0
447,469,15,942873.0,USD,0
448,470,15,1183983.0,USD,0
449,471,15,935433.0,USD,0
450,472,15,1271423.0,USD,0
451,473,15,632000.0,USD,0
452,474,15,808518.0,USD,0
453,475,15,1265068.0,USD,0
454,476,15,234987.0,USD,0
455,477,15,160000.0,USD,0
456,478,16,5000000.0,USD,0
457,479,16,1643115.0,USD,0
458,482,16,36927.0,USD,1
459,483,16,793727.0,USD,0
460,484,16,719390.0,USD,0
461,485,16,798523.0,USD,0
462,486,16,407654.0,USD,0
463,487,16,282669.0,USD,0
464,488,16,200000.0,USD,0
465,489,16,239797.0,USD,1
466,489,16,239797.0,USD,1
467,489,16,0.0,USD,0
468,490,16,479593.0,USD,1
469,490,16,479593.0,USD,1
470,490,16,0.0,USD,0
471,491,17,5000000.0,USD,0
472,492,17,881782.0,USD,0
473,494,17,363434.0,USD,0
474,496,17,487418.0,USD,0
475,497,17,750000.0,USD,0
476,498,17,500000.0,USD,0
477,499,17,500000.0,USD,0
478,500,17,350000.0,USD,0
479,501,17,175069.0,USD,1
480,502,17,250000.0,USD,0
481,503,17,257180.0,USD,1
482,503,17,257180.0,USD,1
483,503,17,0.0,USD,0
484,504,17,257180.0,USD,0
485,505,17,328000.0,USD,1
486,505,17,328000.0,USD,1
487,505,17,0.0,USD,0
488,506,17,212449.0,USD,1
489,506,17,212449.0,USD,1
490,506,17,0.0,USD,0
491,508,18,8000000.0,USD,0
492,509,18,1780.0,USD,0
493,510,18,115402.19,USD,0
494,511,18,142.0,USD,1
495,513,18,164687.26,USD,0
496,514,18,773783.89,USD,0
497,515,18,46017.55,USD,0
498,516,18,68295.1,USD,0
499,517,18,600526.86,USD,1
500,518,18,75330.37,USD,0
501,520,18,78073.34,USD,0
502,521,18,1793585.0,USD,0
503,522,18,653267.0,USD,0
504,523,18,89137.0,USD,0
505,524,18,63434.0,USD,1
506,525,18,99730.0,USD,0
507,526,18,11497.0,USD,0
508,527,18,35579.0,USD,1
509,528,18,169983.99,USD,0
510,529,18,170117.37,USD,1
511,530,18,136428.35,USD,0
512,531,18,136535.41,USD,1
513,532,18,52057.0,USD,0
514,533,18,91636.59,USD,1
515,535,18,642670.45,USD,1
516,536,18,314736.57,USD,0
517,537,18,6488.63,USD,0
518,539,18,27611.85,USD,0
519,543,18,73105.29,USD,0
520,545,18,772503.76,USD,0
521,549,18,35535.15,USD,0
522,550,18,67682.86,USD,1
523,553,18,69762.68,USD,0
524,554,18,27037.62,USD,0
525,559,18,59878.0,USD,1
526,560,18,77309.8,USD,0
527,561,18,73429.5,USD,0
528,563,18,193898.33,USD,0
529,564,18,916921.39,USD,0
530,567,18,132795.0,USD,1
531,568,18,1141276.79,USD,0
532,569,18,223886.07,USD,1
533,570,18,68041.75,USD,0
534,572,18,288783.17,USD,1
535,574,18,32645.1,USD,1
536,575,18,35195.19,USD,0
537,578,18,164520.62,USD,0
538,579,18,16174.72,USD,0
539,580,18,510146.98,USD,1
540,580,18,510146.98,USD,1
541,580,18,500645.94,USD,0
542,581,18,383683.39,USD,0
543,582,18,62673.54,USD,1
544,582,18,62673.54,USD,1
545,582,18,4684.0,USD,0
546,583,18,16388.6,USD,0
547,584,18,291249.42,USD,1
548,584,18,291249.42,USD,1
549,584,18,193154.79,USD,0
550,585,18,88575.82,USD,0
551,586,18,176700.56,USD,1
552,586,18,176700.56,USD,1
553,586,18,0.0,USD,0
554,587,18,16597.82,USD,0
555,588,18,14613.25,USD,0
556,589,18,36267.01,USD,0
557,590,18,541280.55,USD,1
558,590,18,541280.55,USD,1
559,590,18,0.0,USD,0
560,592,19,342203.82,USD,0
561,593,19,473422.35,USD,0
562,594,19,2111.43,USD,1
563,595,19,46857.0,USD,0
564,596,19,138700.04,USD,1
565,597,19,36386.1,USD,0
566,598,19,193538.39,USD,0
567,599,19,199054.3,USD,1
568,600,19,74793.2,USD,0
569,601,19,235983.83,USD,1
570,601,19,235983.83,USD,1
571,601,19,235983.83,USD,0
572,602,19,57658.48,USD,0
573,603,19,615325.37,USD,0
574,604,19,47819.68,USD,1
575,604,19,47819.68,USD,1
576,604,19,47819.68,USD,0
577,605,19,97825.45,USD,0
578,606,19,426134.9,USD,0
579,607,19,406007.9,USD,1
580,607,19,406007.9,USD,1
581,607,19,406007.9,USD,0
582,608,19,424281.84,USD,0
583,609,19,455266.54,USD,0
584,610,20,2000000.0,USD,0
585,611,20,214285.71,USD,0
586,613,20,285714.29,USD,0
587,615,20,150000.0,USD,0
588,618,20,142857.14,USD,0
589,619,20,131428.57,USD,0
590,621,20,151428.57,USD,0
591,623,20,228571.43,USD,0
592,625,20,200000.0,USD,0
593,626,20,90000.0,USD,0
594,627,20,405714.29,USD,0
595,638,20,28537.84,USD,1
596,638,20,28537.84,USD,1
597,638,20,0.0,USD,0
598,639,20,28895.72,USD,1
599,639,20,28895.72,USD,1
600,639,20,0.0,USD,0
601,640,20,2187.5,USD,1
602,640,20,2187.5,USD,1
603,640,20,0.0,USD,0
604,641,20,27561.81,USD,1
605,641,20,27561.81,USD,1
606,641,20,0.0,USD,0
607,642,20,1093.75,USD,1
608,642,20,1093.75,USD,1
609,642,20,0.0,USD,0
610,643,20,28718.46,USD,1
611,643,20,28718.46,USD,1
612,643,20,0.0,USD,0
613,644,21,4000000.0,USD,0
614,645,21,200000.0,USD,0
615,646,21,400000.0,USD,0
616,647,21,200000.0,USD,0
617,648,21,160000.0,USD,0
618,649,21,360000.0,USD,0
619,650,21,600000.0,USD,0
620,651,21,280000.0,USD,0
621,652,21,8177.51,USD,1
622,652,21,8177.51,USD,1
623,652,21,0.0,USD,0
624,653,21,6229.69,USD,1
625,653,21,6229.69,USD,1
626,653,21,0.0,USD,0
627,654,21,432000.0,USD,0
628,655,21,168000.0,USD,0
629,656,21,10289.87,USD,1
630,656,21,10289.87,USD,1
631,656,21,0.0,USD,0
632,657,21,50586.81,USD,1
633,657,21,50586.81,USD,1
634,657,21,0.0,USD,0
635,658,21,200000.0,USD,0
636,660,22,4000000.0,USD,0
637,663,22,16622.0,USD,0
638,665,22,17187.0,USD,0
639,667,22,20999.0,USD,0
640,668,22,427358.0,USD,0
641,670,22,20189.0,USD,0
642,674,22,20769.0,USD,0
643,678,22,21523.0,USD,0
644,682,22,21382.0,USD,0
645,683,22,20824.0,USD,0
646,684,22,60634.0,USD,0
647,685,22,334769.0,USD,0
648,689,22,284159.0,USD,0
649,694,22,107700.0,USD,1
650,695,22,318242.0,USD,0
651,696,22,291758.0,USD,0
652,700,22,23439.0,USD,0
653,701,22,91242.0,USD,0
654,703,22,2109.0,USD,1
655,705,22,5021.0,USD,1
656,706,22,50329.0,USD,0
657,707,22,1755.0,USD,1
658,708,22,395017.0,USD,0
659,712,22,787237.0,USD,0
660,717,22,224462.0,USD,0
661,722,22,81388.0,USD,0
662,723,22,26105.0,USD,1
663,725,22,74947.0,USD,0
664,726,22,20202.0,USD,1
665,726,22,20202.0,USD,1
666,726,22,20202.0,USD,0
667,727,22,2878.0,USD,1
668,727,22,2878.0,USD,1
669,727,22,2878.0,USD,0
670,728,22,3694.0,USD,1
671,728,22,3694.0,USD,1
672,728,22,3694.0,USD,0
673,729,22,41231.0,USD,1
674,729,22,41231.0,USD,1
675,729,22,41231.0,USD,0
676,730,22,46228.0,USD,0
677,731,22,17584.0,USD,1
678,731,22,17584.0,USD,1
679,731,22,17584.0,USD,0
680,732,22,2776.0,USD,1
681,732,22,2776.0,USD,1
682,732,22,2776.0,USD,0
683,733,22,4384.0,USD,0
684,734,22,2763.0,USD,1
685,734,22,2763.0,USD,1
686,734,22,2763.0,USD,0
687,735,22,4413.0,USD,1
688,735,22,4413.0,USD,1
689,735,22,4413.0,USD,0
690,736,22,13890.0,USD,1
691,736,22,13890.0,USD,1
692,736,22,13890.0,USD,0
693,737,22,50081.0,USD,0
694,738,22,2773.0,USD,1
695,738,22,2773.0,USD,1
696,738,22,2773.0,USD,0
697,739,22,185613.0,USD,1
698,739,22,185613.0,USD,1
699,739,22,185613.0,USD,0
700,740,22,2504.0,USD,1
701,740,22,2504.0,USD,1
702,740,22,2504.0,USD,0
703,741,22,2850.0,USD,1
704,741,22,2850.0,USD,1
705,741,22,2850.0,USD,0
706,742,22,206883.0,USD,1
707,742,22,206883.0,USD,1
708,742,22,206883.0,USD,0
709,743,23,4000000.0,USD,0
710,744,23,605.0,USD,0
711,746,23,3008.0,USD,0
712,748,23,3693.0,USD,0
713,750,23,195299.0,USD,0
714,751,23,1488.0,USD,0
715,756,23,1362.0,USD,0
716,760,23,2604.0,USD,0
717,764,23,2377.0,USD,0
718,765,23,1528.0,USD,0
719,766,23,5977.0,USD,0
720,767,23,564201.0,USD,0
721,771,23,153929.0,USD,0
722,776,23,133617.0,USD,1
723,777,23,175838.0,USD,0
724,781,23,8662.0,USD,0
725,783,23,1002.0,USD,1
726,785,23,1124.0,USD,1
727,786,23,17200.0,USD,0
728,787,23,155426.0,USD,0
729,791,23,737039.0,USD,0
730,795,23,51869.0,USD,0
731,797,23,63419.0,USD,0
732,799,23,390.0,USD,1
733,799,23,390.0,USD,1
734,799,23,390.0,USD,0
735,801,23,480537.0,USD,0
736,802,23,10271.0,USD,1
737,802,23,10271.0,USD,1
738,802,23,10271.0,USD,0
739,803,23,722.0,USD,0
740,804,23,108082.0,USD,1
741,805,23,2754.0,USD,1
742,805,23,2754.0,USD,1
743,805,23,2754.0,USD,0
744,806,23,92933.0,USD,0
745,807,23,1516.0,USD,1
746,807,23,1516.0,USD,1
747,807,23,1516.0,USD,0
748,808,23,1368.0,USD,1
749,808,23,1368.0,USD,1
750,808,23,1368.0,USD,0
751,809,23,1412.0,USD,1
752,809,23,1412.0,USD,1
753,809,23,1412.0,USD,0
754,810,23,64770.0,USD,1
755,810,23,64770.0,USD,1
756,810,23,64770.0,USD,0
757,811,23,61250.0,USD,0
758,812,23,7658.0,USD,1
759,812,23,7658.0,USD,1
760,812,23,7658.0,USD,0
761,813,23,1319.0,USD,1
762,813,23,1319.0,USD,1
763,813,23,1319.0,USD,0
764,814,23,1313.0,USD,1
765,814,23,1313.0,USD,1
766,814,23,1313.0,USD,0
767,815,23,1706.0,USD,1
768,815,23,1706.0,USD,1
769,815,23,1706.0,USD,0
770,816,23,12263.0,USD,1
771,816,23,12263.0,USD,1
772,816,23,12263.0,USD,0
773,817,23,61756.0,USD,0
774,818,23,1318.0,USD,1
775,818,23,1318.0,USD,1
776,818,23,1318.0,USD,0
777,819,23,312815.0,USD,1
778,819,23,312815.0,USD,1
779,819,23,312815.0,USD,0
780,820,23,985.0,USD,1
781,820,23,985.0,USD,1
782,820,23,985.0,USD,0
783,821,23,1354.0,USD,1
784,821,23,1354.0,USD,1
785,821,23,1354.0,USD,0
786,822,24,4000000.0,USD,0
787,823,24,499358.0,USD,0
788,825,24,8926.0,USD,0
789,826,24,73698.0,USD,1
790,827,24,43243.0,USD,0
791,828,24,309345.0,USD,0
792,829,24,652.0,USD,0
793,830,24,73513.0,USD,1
794,831,24,60657.0,USD,0
795,832,24,192305.0,USD,0
796,833,24,49061.0,USD,0
797,834,24,48599.0,USD,1
798,834,24,48599.0,USD,1
799,834,24,48599.0,USD,0
800,835,24,3376.0,USD,1
801,835,24,3376.0,USD,1
802,835,24,3376.0,USD,0
803,836,24,53175.0,USD,0
804,837,24,291212.0,USD,0
805,838,24,197863.0,USD,0
806,839,24,291212.0,USD,1
807,839,24,291212.0,USD,1
808,839,24,291212.0,USD,0
809,840,24,1700.0,USD,1
810,840,24,1700.0,USD,1
811,840,24,1700.0,USD,0
812,841,24,24528.0,USD,1
813,841,24,24528.0,USD,1
814,841,24,24528.0,USD,0
815,842,24,50810.0,USD,0
816,843,24,1705.0,USD,1
817,843,24,1705.0,USD,1
818,843,24,1705.0,USD,0
819,844,25,150000.0,USD,0
820,845,25,150000.0,USD,0
821,870,25,3750.0,USD,1
822,870,25,3750.0,USD,1
823,870,25,0.0,USD,0
824,871,25,3750.0,USD,1
825,871,25,3750.0,USD,1
826,871,25,0.0,USD,0
827,874,26,175729.0,USD,0
828,875,26,807890.0,USD,0
829,876,26,272.0,USD,1
830,878,26,108029.0,USD,0
831,880,26,307020.0,USD,0
832,882,26,1615295.0,USD,0
833,884,26,131109.0,USD,0
834,887,26,30000.0,USD,0
835,889,26,8076.0,USD,0
836,891,26,5445.0,USD,0
837,893,26,37106.0,USD,0
838,895,26,4713.0,USD,0
839,898,26,42645.0,USD,0
840,900,26,6787.0,USD,0
841,902,26,8040.0,USD,0
842,904,26,30970.0,USD,0
843,906,26,6885.0,USD,0
844,908,26,11555.0,USD,0
845,910,26,43742.0,USD,0
846,913,26,44647.0,USD,0
847,915,26,40970.0,USD,0
848,917,26,75004.0,USD,0
849,920,26,80260.0,USD,0
850,922,26,5694.0,USD,0
851,927,26,32859.0,USD,0
852,929,26,5507.0,USD,0
853,932,26,35078.0,USD,0
854,934,26,219162.0,USD,1
855,936,26,449673.0,USD,0
856,939,26,145888.0,USD,0
857,940,26,8389.0,USD,1
858,941,26,45024.0,USD,0
859,942,26,10957.0,USD,1
860,943,26,25602.0,USD,0
861,945,26,483319.0,USD,0
862,948,26,29386.0,USD,0
863,949,26,8883.0,USD,1
864,951,26,33941.0,USD,0
865,952,26,476526.0,USD,1
866,954,26,21722.0,USD,0
867,956,26,18512.0,USD,0
868,957,26,97362.0,USD,0
869,960,26,32583.0,USD,0
870,962,26,58869.0,USD,0
871,963,26,20550.0,USD,1
872,963,26,20550.0,USD,1
